"","n.gram","counts"
"9308","mind god",2
"9309","mind just",2
"9310","mind makes",2
"9311","mind perfect",2
"9312","mind really",3
"9313","mind right",2
"9314","mind set",2
"9315","mind well",2
"9316","minds eye",2
"9317","minimum one",2
"9318","minimum wage",3
"9319","minister health",2
"9320","minor injuries",2
"9321","minor league",3
"9322","minor major",2
"9323","minority leader",2
"9324","minority populations",2
"9325","minute offense",2
"9326","minute one",2
"9327","minute today",2
"9328","minute video",2
"9329","minute walk",3
"9330","minutes add",5
"9331","minutes depending",2
"9332","minutes done",2
"9333","minutes earlier",2
"9334","minutes g",2
"9335","minutes golden",4
"9336","minutes good",2
"9337","minutes later",7
"9338","minutes left",2
"9339","minutes may",2
"9340","minutes rinse",2
"9341","minutes seconds",2
"9342","minutes straight",2
"9343","minutes turning",2
"9344","minutes went",2
"9345","miranda lambe",2
"9346","miso soup",2
"9347","miss even",2
"9348","miss going",2
"9349","miss lot",2
"9350","miss much",3
"9351","miss rocklahoma",3
"9352","miss ruby",2
"9353","miss universe",2
"9354","missed isn",2
"9355","missed last",4
"9356","missing beat",2
"9357","missing something",2
"9358","mission super",2
"9359","mississippi river",2
"9360","mitt romney",14
"9361","mix rock",2
"9362","mix together",2
"9363","mixed bag",4
"9364","mixed herbs",2
"9365","mixed race",2
"9366","mixed results",2
"9367","mixed together",2
"9368","mixing bowl",2
"9369","mixture mozzarella",2
"9370","mls superdraft",2
"9371","mobile home",4
"9372","mobile phone",3
"9373","mobile transcript",2
"9374","model students",2
"9375","modern day",5
"9376","modern history",3
"9377","modest little",2
"9378","mogage fraud",3
"9379","moist cake",2
"9380","mom asking",2
"9381","mom baby",2
"9382","mom called",3
"9383","mom dad",4
"9384","mom ever",2
"9385","mom found",2
"9386","mom just",2
"9387","mom look",2
"9388","mom made",2
"9389","mom one",2
"9390","moment good",2
"9391","moment just",2
"9392","moment life",2
"9393","moment remember",2
"9394","moments later",2
"9395","moments show",2
"9396","mommy daddy",2
"9397","moms can",2
"9398","monday april",3
"9399","monday city",2
"9400","monday evening",3
"9401","monday federal",2
"9402","monday friday",2
"9403","monday know",2
"9404","monday morning",5
"9405","monday night",8
"9406","monday th",2
"9407","monday thursday",3
"9408","monday well",2
"9409","monetary fund",2
"9410","monetary policy",5
"9411","money authorities",2
"9412","money back",2
"9413","money buy",4
"9414","money come",3
"9415","money coming",2
"9416","money eat",2
"9417","money getting",2
"9418","money isn",2
"9419","money made",2
"9420","money make",2
"9421","money making",2
"9422","money new",2
"9423","money one",2
"9424","money thanks",2
"9425","money time",2
"9426","money used",2
"9427","money work",2
"9428","money world",2
"9429","monkey bars",2
"9430","monster theme",2
"9431","montario hardesty",2
"9432","month april",2
"9433","month day",2
"9434","month education",2
"9435","month half",2
"9436","month just",4
"9437","month next",2
"9438","month november",3
"9439","month now",2
"9440","month old",2
"9441","month percent",2
"9442","month rule",2
"9443","month taking",2
"9444","months ago",13
"9445","months couple",2
"9446","months end",2
"9447","months go",2
"9448","months just",2
"9449","months later",3
"9450","months now",2
"9451","months old",4
"9452","months one",2
"9453","months passed",2
"9454","months since",3
"9455","months take",2
"9456","months used",2
"9457","months ve",2
"9458","months year",4
"9459","months years",2
"9460","moral statutes",2
"9461","moral story",4
"9462","morning afternoon",2
"9463","morning air",2
"9464","morning every",2
"9465","morning felt",2
"9466","morning get",2
"9467","morning great",2
"9468","morning little",2
"9469","morning long",2
"9470","morning now",2
"9471","morning one",2
"9472","morning phone",2
"9473","morning time",2
"9474","morning trading",2
"9475","moroccan military",2
"9476","morris county",2
"9477","mosqueda lewis",2
"9478","mostly gone",2
"9479","mostly just",2
"9480","mother day",11
"9481","mother father",3
"9482","mother funeral",2
"9483","mother grandmother",2
"9484","mother law",5
"9485","mother one",2
"9486","mother shall",2
"9487","mother son",2
"9488","mother staed",2
"9489","mother still",2
"9490","mother tried",2
"9491","mother tucker",2
"9492","mothers day",4
"9493","mothers talk",2
"9494","motion one",2
"9495","motion picture",2
"9496","motor exercises",2
"9497","motor vehicle",2
"9498","mountain lion",2
"9499","mountain p",2
"9500","mountain town",2
"9501","mountain wheat",2
"9502","move around",2
"9503","move back",5
"9504","move bad",2
"9505","move comes",2
"9506","move faster",2
"9507","move forward",4
"9508","move like",2
"9509","move make",3
"9510","move may",2
"9511","move miles",2
"9512","move past",2
"9513","move south",2
"9514","move towards",3
"9515","moved onto",2
"9516","moved orange",2
"9517","moved top",2
"9518","movie ever",2
"9519","movie good",2
"9520","movie just",2
"9521","movie know",2
"9522","movie like",2
"9523","movie possible",2
"9524","movie seen",2
"9525","movie star",2
"9526","moving back",3
"9527","moving forward",3
"9528","mowing lawn",2
"9529","mozzarella cheese",2
"9530","mp cost",2
"9531","mph mph",3
"9532","mr cheung",5
"9533","mr curley",2
"9534","mr gates",2
"9535","mr jobs",2
"9536","mr lee",2
"9537","mr lynch",2
"9538","mr murray",3
"9539","mr obama",5
"9540","mr paterno",2
"9541","mr romney",3
"9542","mr springsteen",2
"9543","mr vincent",2
"9544","mr williams",2
"9545","mrs bissessar",2
"9546","mrs morgan",2
"9547","ms marvel",3
"9548","ms reding",2
"9549","much almost",2
"9550","much anything",3
"9551","much attention",5
"9552","much believe",2
"9553","much better",27
"9554","much came",2
"9555","much can",6
"9556","much cheaper",3
"9557","much closer",2
"9558","much course",2
"9559","much easier",4
"9560","much everyone",2
"9561","much faster",2
"9562","much fight",2
"9563","much fun",18
"9564","much given",2
"9565","much going",2
"9566","much good",2
"9567","much guarantee",2
"9568","much harder",3
"9569","much higher",4
"9570","much impoant",2
"9571","much impossible",2
"9572","much information",5
"9573","much interest",2
"9574","much just",2
"9575","much less",8
"9576","much life",4
"9577","much like",13
"9578","much little",2
"9579","much longer",4
"9580","much love",6
"9581","much loved",3
"9582","much money",2
"9583","much much",7
"9584","much need",3
"9585","much nice",3
"9586","much now",3
"9587","much old",2
"9588","much older",2
"9589","much one",3
"9590","much pa",3
"9591","much past",4
"9592","much people",2
"9593","much quickly",4
"9594","much really",3
"9595","much run",2
"9596","much say",3
"9597","much sense",2
"9598","much show",2
"9599","much simpler",2
"9600","much since",3
"9601","much sorrow",2
"9602","much still",2
"9603","much stopping",2
"9604","much stronger",4
"9605","much subject",2
"9606","much summer",2
"9607","much think",3
"9608","much though",2
"9609","much thought",3
"9610","much time",17
"9611","much trouble",2
"9612","much used",2
"9613","much way",2
"9614","much work",2
"9615","much worse",2
"9616","much years",2
"9617","mucous membranes",2
"9618","muffin tins",2
"9619","multi task",2
"9620","multiple times",2
"9621","multnomah county",4
"9622","mum dad",2
"9623","mum law",2
"9624","mummy returns",2
"9625","mung beans",5
"9626","munna bhai",2
"9627","murder trial",2
"9628","muscle pain",2
"9629","museum a",2
"9630","music a",2
"9631","music blog",2
"9632","music business",2
"9633","music hall",2
"9634","music history",2
"9635","music incredible",2
"9636","music industry",4
"9637","music make",2
"9638","music scene",3
"9639","music seems",2
"9640","music something",2
"9641","music want",2
"9642","musical performance",2
"9643","musical tastes",2
"9644","muslim world",2
"9645","must able",2
"9646","must addressed",2
"9647","must also",2
"9648","must approve",2
"9649","must come",4
"9650","must confront",2
"9651","must done",5
"9652","must eat",2
"9653","must ensure",2
"9654","must find",2
"9655","must fix",2
"9656","must get",3
"9657","must hold",2
"9658","must include",2
"9659","must know",4
"9660","must learn",3
"9661","must least",2
"9662","must love",2
"9663","must made",2
"9664","must make",3
"9665","must one",2
"9666","must pay",2
"9667","must prepared",3
"9668","must received",2
"9669","must respect",2
"9670","must say",9
"9671","must take",2
"9672","mustached man",2
"9673","mvp awards",2
"9674","n c",8
"9675","n e",3
"9676","n j",10
"9677","n roll",3
"9678","n shit",2
"9679","n sweet",2
"9680","n twenties",2
"9681","n y",13
"9682","nagano prefecture",2
"9683","name also",2
"9684","name blog",2
"9685","name body",2
"9686","name brand",2
"9687","name every",2
"9688","name first",2
"9689","name jesus",2
"9690","name receive",2
"9691","name recognition",2
"9692","name someone",2
"9693","name suggests",2
"9694","named john",2
"9695","named joseph",2
"9696","named sarah",2
"9697","names just",3
"9698","names numbers",2
"9699","nancy pelosi",2
"9700","nap time",3
"9701","narrow perspective",2
"9702","nasir khusraw",2
"9703","natio and",6
"9704","nation right",2
"9705","nation state",5
"9706","nation states",4
"9707","national archives",2
"9708","national assembly",2
"9709","national association",2
"9710","national cancer",3
"9711","national champion",2
"9712","national championship",2
"9713","national championships",3
"9714","national convention",2
"9715","national feedlot",2
"9716","national forest",2
"9717","national geographic",2
"9718","national guard",6
"9719","national health",2
"9720","national league",2
"9721","national level",2
"9722","national park",3
"9723","national security",2
"9724","national television",2
"9725","native americans",2
"9726","native people",2
"9727","native plants",5
"9728","natural beauty",2
"9729","natural causes",2
"9730","natural disasters",2
"9731","natural gas",6
"9732","natural light",3
"9733","natural us",2
"9734","nature center",4
"9735","navy blue",3
"9736","navy veterans",3
"9737","nazi state",2
"9738","ncaa championships",2
"9739","ncaa tournament",4
"9740","nd floor",2
"9741","nd rd",2
"9742","nd st",2
"9743","near death",2
"9744","near east",3
"9745","near end",2
"9746","near enough",2
"9747","near finished",2
"9748","near future",8
"9749","near home",4
"9750","near schools",2
"9751","nearly billion",2
"9752","nearly enough",2
"9753","nearly every",2
"9754","nearly everyone",2
"9755","nearly five",2
"9756","nearly half",2
"9757","nearly impossible",2
"9758","nearly much",2
"9759","nearly ready",2
"9760","nearly three",4
"9761","nearly twice",2
"9762","nearly two",2
"9763","nearly years",3
"9764","necessarily negative",2
"9765","necessary can",2
"9766","neck woods",2
"9767","neco marine",2
"9768","need additional",2
"9769","need balance",2
"9770","need better",2
"9771","need bring",2
"9772","need constantly",3
"9773","need control",2
"9774","need date",2
"9775","need fight",2
"9776","need fill",2
"9777","need find",3
"9778","need finish",2
"9779","need get",16
"9780","need give",4
"9781","need go",8
"9782","need good",2
"9783","need help",7
"9784","need just",2
"9785","need keep",6
"9786","need know",2
"9787","need learn",3
"9788","need least",3
"9789","need life",2
"9790","need little",2
"9791","need look",3
"9792","need money",2
"9793","need much",4
"9794","need new",2
"9795","need pause",2
"9796","need put",3
"9797","need remember",2
"9798","need right",2
"9799","need say",2
"9800","need see",3
"9801","need someone",3
"9802","need something",2
"9803","need spend",3
"9804","need stay",2
"9805","need stop",3
"9806","need take",4
"9807","need talk",2
"9808","need things",2
"9809","need think",6
"9810","need time",3
"9811","need turn",3
"9812","need understand",2
"9813","need wait",2
"9814","need work",4
"9815","needed break",2
"9816","needed find",2
"9817","needed get",4
"9818","needed go",2
"9819","needed good",2
"9820","needed hear",3
"9821","needed help",5
"9822","needed place",2
"9823","needed remember",2
"9824","needed right",2
"9825","needless say",9
"9826","needs come",2
"9827","needs find",2
"9828","needs happen",2
"9829","needs make",2
"9830","needs take",3
"9831","negative connotations",2
"9832","negative thinking",2
"9833","neighbor man",2
"9834","neighborhood just",3
"9835","nelso and",2
"9836","net income",2
"9837","net warming",2
"9838","networking sites",2
"9839","never able",3
"9840","never actually",6
"9841","never boring",2
"9842","never came",2
"9843","never come",4
"9844","never contact",2
"9845","never deny",2
"9846","never done",3
"9847","never end",2
"9848","never even",3
"9849","never ever",7
"9850","never fails",3
"9851","never felt",2
"9852","never find",2
"9853","never forget",5
"9854","never forgot",2
"9855","never get",6
"9856","never give",3
"9857","never given",2
"9858","never giving",2
"9859","never go",4
"9860","never going",5
"9861","never good",2
"9862","never got",8
"9863","never happen",2
"9864","never happens",2
"9865","never hear",2
"9866","never heard",3
"9867","never imagined",4
"9868","never intended",4
"9869","never issue",3
"9870","never knew",4
"9871","never know",5
"9872","never late",2
"9873","never learned",2
"9874","never leave",2
"9875","never let",2
"9876","never liked",2
"9877","never made",4
"9878","never met",5
"9879","never mind",6
"9880","never much",2
"9881","never never",2
"9882","never problem",4
"9883","never put",3
"9884","never quite",4
"9885","never read",2
"9886","never really",7
"9887","never remember",2
"9888","never replaced",2
"9889","never returned",2
"9890","never say",4
"9891","never see",2
"9892","never seemed",3
"9893","never seen",11
"9894","never sure",2
"9895","never thought",7
"9896","never told",3
"9897","never use",2
"9898","never used",4
"9899","never visited",2
"9900","never want",2
"9901","never watched",2
"9902","never won",3
"9903","never wore",2
"9904","never wrong",3
"9905","new baby",3
"9906","new boiler",2
"9907","new book",7
"9908","new challenge",3
"9909","new chapter",2
"9910","new clothes",3
"9911","new collective",2
"9912","new community",2
"9913","new construction",2
"9914","new deal",2
"9915","new delhi",3
"9916","new eah",2
"9917","new england",11
"9918","new family",2
"9919","new fan",2
"9920","new features",2
"9921","new followers",2
"9922","new found",2
"9923","new friends",4
"9924","new generation",3
"9925","new girl",2
"9926","new good",2
"9927","new hampshire",4
"9928","new heavens",2
"9929","new home",4
"9930","new homes",2
"9931","new idea",2
"9932","new information",2
"9933","new ipad",2
"9934","new jersey",61
"9935","new job",5
"9936","new jobs",2
"9937","new law",2
"9938","new laws",2
"9939","new library",2
"9940","new life",4
"9941","new location",2
"9942","new look",6
"9943","new macro",2
"9944","new markets",2
"9945","new mexico",9
"9946","new mom",2
"9947","new moms",2
"9948","new music",2
"9949","new name",4
"9950","new office",2
"9951","new one",8
"9952","new ones",2
"9953","new oppounities",2
"9954","new orleans",14
"9955","new pay",2
"9956","new phone",2
"9957","new piece",2
"9958","new place",3
"9959","new plan",2
"9960","new position",2
"9961","new posts",2
"9962","new project",2
"9963","new projects",6
"9964","new real",2
"9965","new release",2
"9966","new releases",3
"9967","new restaurant",2
"9968","new restrictions",2
"9969","new round",4
"9970","new rule",3
"9971","new set",3
"9972","new song",3
"9973","new south",2
"9974","new sta",2
"9975","new stadium",2
"9976","new study",2
"9977","new taxes",2
"9978","new technology",2
"9979","new territory",2
"9980","new testament",5
"9981","new things",3
"9982","new top",2
"9983","new united",2
"9984","new version",2
"9985","new wave",2
"9986","new way",4
"9987","new ways",2
"9988","new word",2
"9989","new world",3
"9990","new year",24
"9991","new years",4
"9992","new york",99
"9993","new yorker",3
"9994","new zealand",5
"9995","new zealanders",2
"9996","newark police",2
"9997","newly formed",2
"9998","newly married",2
"9999","news aicles",2
"10000","news channel",2
"10001","news conference",8
"10002","news corp",2
"10003","news coverage",3
"10004","news happens",2
"10005","news international",3
"10006","news just",2
"10007","news media",2
"10008","news release",6
"10009","news world",4
"10010","newt gingrich",3
"10011","next batch",2
"10012","next best",3
"10013","next big",2
"10014","next book",4
"10015","next couple",4
"10016","next cut",2
"10017","next day",10
"10018","next days",3
"10019","next door",3
"10020","next five",2
"10021","next four",2
"10022","next friday",4
"10023","next game",2
"10024","next generation",4
"10025","next kin",2
"10026","next level",2
"10027","next meeting",4
"10028","next month",13
"10029","next months",3
"10030","next morning",9
"10031","next move",3
"10032","next night",2
"10033","next one",5
"10034","next phase",3
"10035","next question",3
"10036","next race",3
"10037","next really",2
"10038","next season",8
"10039","next six",2
"10040","next step",7
"10041","next stop",4
"10042","next sunday",3
"10043","next thing",7
"10044","next three",2
"10045","next time",21
"10046","next two",5
"10047","next us",2
"10048","next week",30
"10049","next weekend",5
"10050","next weeks",4
"10051","next went",2
"10052","next year",28
"10053","next years",3
"10054","nfl sunday",2
"10055","nice also",2
"10056","nice day",4
"10057","nice easy",2
"10058","nice go",2
"10059","nice just",2
"10060","nice like",2
"10061","nice little",5
"10062","nice place",2
"10063","nice see",6
"10064","nice surprise",2
"10065","nice thing",2
"10066","nice way",3
"10067","nicely together",2
"10068","nick gammicchia",2
"10069","night alone",3
"10070","night day",2
"10071","night double",2
"10072","night dream",2
"10073","night drinking",2
"10074","night game",3
"10075","night getting",2
"10076","night go",2
"10077","night got",4
"10078","night happy",2
"10079","night june",2
"10080","night just",4
"10081","night large",2
"10082","night life",2
"10083","night lights",2
"10084","night live",3
"10085","night morning",2
"10086","night night",3
"10087","night police",2
"10088","night someone",2
"10089","night time",2
"10090","night went",2
"10091","nights earlier",2
"10092","nine days",3
"10093","nine months",2
"10094","nine times",2
"10095","nine years",5
"10096","nineteenth century",3
"10097","noah ark",2
"10098","nobel prize",2
"10099","nobody else",4
"10100","nobody gives",2
"10101","noh america",4
"10102","noh american",5
"10103","noh carolina",15
"10104","noh dakota",9
"10105","noh end",2
"10106","noh korea",4
"10107","noh ridgeville",3
"10108","noh side",2
"10109","noh south",2
"10110","noheast ohio",4
"10111","nohern california",3
"10112","nohern city",2
"10113","nokia pureview",2
"10114","non fiction",4
"10115","non hodgkin",2
"10116","non hodkin",2
"10117","non school",2
"10118","non stick",4
"10119","non stop",2
"10120","non toxic",2
"10121","non traditional",3
"10122","non work",2
"10123","none less",2
"10124","none us",7
"10125","none yummy",2
"10126","nonprofit organization",2
"10127","nonstick pan",2
"10128","noon est",3
"10129","noon time",2
"10130","norfolk state",2
"10131","normal hardware",2
"10132","normal since",2
"10133","normal today",2
"10134","not know",3
"10135","not want",2
"10136","not yet",2
"10137","note may",2
"10138","note self",2
"10139","nothing better",2
"10140","nothing common",2
"10141","nothing compared",2
"10142","nothing don",2
"10143","nothing else",9
"10144","nothing good",2
"10145","nothing left",4
"10146","nothing less",2
"10147","nothing like",5
"10148","nothing new",2
"10149","nothing personal",2
"10150","nothing really",3
"10151","nothing says",2
"10152","nothing want",2
"10153","nothing wrong",3
"10154","notre dame",3
"10155","nov th",2
"10156","novel even",2
"10157","novels set",2
"10158","november december",2
"10159","november hope",2
"10160","november th",4
"10161","novices hurdle",2
"10162","now able",3
"10163","now actually",2
"10164","now almost",2
"10165","now also",4
"10166","now alternative",2
"10167","now always",2
"10168","now another",2
"10169","now available",2
"10170","now back",5
"10171","now become",3
"10172","now best",2
"10173","now brother",2
"10174","now call",2
"10175","now can",17
"10176","now cancer",2
"10177","now cause",2
"10178","now come",4
"10179","now course",3
"10180","now deceased",2
"10181","now defunct",2
"10182","now don",4
"10183","now end",3
"10184","now even",4
"10185","now every",3
"10186","now expects",2
"10187","now feel",2
"10188","now fight",2
"10189","now finally",2
"10190","now found",2
"10191","now get",6
"10192","now given",2
"10193","now go",6
"10194","now good",2
"10195","now got",8
"10196","now grateful",2
"10197","now great",2
"10198","now home",3
"10199","now homeschooling",2
"10200","now hope",2
"10201","now however",2
"10202","now included",2
"10203","now just",14
"10204","now know",14
"10205","now last",2
"10206","now late",2
"10207","now least",2
"10208","now like",3
"10209","now little",2
"10210","now live",5
"10211","now lol",2
"10212","now long",3
"10213","now looking",2
"10214","now lot",2
"10215","now love",3
"10216","now m",9
"10217","now made",2
"10218","now makes",2
"10219","now making",4
"10220","now maybe",2
"10221","now mid",2
"10222","now might",2
"10223","now million",2
"10224","now mind",2
"10225","now mom",2
"10226","now moved",2
"10227","now much",2
"10228","now must",4
"10229","now need",2
"10230","now never",5
"10231","now next",2
"10232","now one",2
"10233","now onto",2
"10234","now pa",2
"10235","now past",2
"10236","now perhaps",2
"10237","now process",2
"10238","now re",6
"10239","now read",2
"10240","now realize",2
"10241","now really",2
"10242","now rejoice",2
"10243","now run",2
"10244","now say",2
"10245","now says",3
"10246","now second",2
"10247","now see",4
"10248","now seem",2
"10249","now seems",2
"10250","now something",2
"10251","now standard",2
"10252","now stands",2
"10253","now take",2
"10254","now tell",2
"10255","now th",2
"10256","now thanks",2
"10257","now think",6
"10258","now thinking",2
"10259","now time",7
"10260","now truly",2
"10261","now two",5
"10262","now understand",2
"10263","now ve",2
"10264","now wait",3
"10265","now want",4
"10266","now wanted",2
"10267","now watching",2
"10268","now way",3
"10269","now well",5
"10270","now whilst",2
"10271","now whole",3
"10272","now without",2
"10273","now years",3
"10274","now yes",2
"10275","nowhere near",4
"10276","nuclear capabilities",2
"10277","nuclear industry",2
"10278","nuclear power",2
"10279","nuclear weapons",2
"10280","number areas",2
"10281","number county",2
"10282","number known",2
"10283","number male",2
"10284","number one",5
"10285","number people",6
"10286","number women",3
"10287","numerous times",2
"10288","nursery rhyme",2
"10289","nursing home",2
"10290","nutty flavor",2
"10291","ny nj",2
"10292","ny times",2
"10293","o amalley",2
"10294","o brien",3
"10295","o clock",4
"10296","o connor",2
"10297","o donovan",2
"10298","o fallon",3
"10299","o hara",2
"10300","o keefe",2
"10301","o lan",2
"10302","o may",2
"10303","o neill",3
"10304","o o",4
"10305","oak tree",2
"10306","obama administration",3
"10307","obama also",2
"10308","obama campaign",3
"10309","obama never",2
"10310","obama performance",2
"10311","oberlin college",2
"10312","obstacle course",2
"10313","obviously going",2
"10314","occupational health",2
"10315","occupy wall",3
"10316","occurred within",2
"10317","october may",2
"10318","october th",5
"10319","offending pay",2
"10320","offending text",2
"10321","offensive line",2
"10322","offensive tackle",2
"10323","offer free",2
"10324","offer good",2
"10325","offer much",2
"10326","offered another",2
"10327","offered chance",2
"10328","offered one",2
"10329","offering first",2
"10330","offering small",2
"10331","office christmas",2
"10332","office market",2
"10333","office seen",2
"10334","office space",2
"10335","office work",2
"10336","officer killed",2
"10337","officers involved",2
"10338","officials decided",2
"10339","officials say",4
"10340","officials today",2
"10341","officials told",2
"10342","often ask",2
"10343","often called",2
"10344","often case",2
"10345","often come",2
"10346","often find",3
"10347","often get",2
"10348","often little",2
"10349","often referred",2
"10350","often seems",2
"10351","often seen",4
"10352","often take",2
"10353","often used",3
"10354","oh boy",2
"10355","oh can",2
"10356","oh danny",2
"10357","oh dear",3
"10358","oh god",7
"10359","oh gosh",2
"10360","oh joy",2
"10361","oh let",2
"10362","oh man",4
"10363","oh wait",2
"10364","oh well",8
"10365","oh yeah",4
"10366","oh yes",8
"10367","ohio city",2
"10368","ohio consumer",2
"10369","ohio state",12
"10370","ohio supreme",2
"10371","ohio university",2
"10372","oil based",3
"10373","oil day",2
"10374","oil frying",2
"10375","oil gas",3
"10376","oil medium",2
"10377","oil prices",2
"10378","oil spill",2
"10379","oil tablespoons",2
"10380","oil water",2
"10381","ok enough",3
"10382","ok just",2
"10383","ok maybe",2
"10384","ok really",4
"10385","ok still",2
"10386","okay just",2
"10387","okay m",2
"10388","okay now",2
"10389","oklahoma city",3
"10390","old age",3
"10391","old big",2
"10392","old book",2
"10393","old daughter",4
"10394","old dog",3
"10395","old english",2
"10396","old fashioned",8
"10397","old friend",9
"10398","old girl",4
"10399","old glory",2
"10400","old hea",2
"10401","old home",2
"10402","old man",12
"10403","old navy",2
"10404","old new",3
"10405","old news",4
"10406","old old",2
"10407","old one",4
"10408","old ones",4
"10409","old phone",2
"10410","old school",5
"10411","old son",5
"10412","old testament",2
"10413","old time",3
"10414","old timers",3
"10415","old town",2
"10416","old west",2
"10417","old world",4
"10418","older brother",5
"10419","older cousin",2
"10420","older people",2
"10421","older sister",4
"10422","older women",3
"10423","oldest daughter",2
"10424","oldest son",2
"10425","olive oil",25
"10426","omega fatty",2
"10427","omg omg",2
"10428","one acknowledges",2
"10429","one afternoon",2
"10430","one agency",2
"10431","one album",2
"10432","one always",2
"10433","one another",26
"10434","one area",5
"10435","one around",2
"10436","one back",2
"10437","one bad",2
"10438","one beers",2
"10439","one beloved",2
"10440","one benefits",2
"10441","one best",16
"10442","one big",6
"10443","one bit",3
"10444","one block",2
"10445","one blog",2
"10446","one book",3
"10447","one books",2
"10448","one break",2
"10449","one bring",2
"10450","one came",4
"10451","one can",18
"10452","one challenges",2
"10453","one chance",2
"10454","one characters",3
"10455","one child",4
"10456","one children",3
"10457","one closest",2
"10458","one co",2
"10459","one comes",2
"10460","one community",4
"10461","one company",2
"10462","one count",5
"10463","one cow",2
"10464","one crazy",2
"10465","one day",48
"10466","one days",2
"10467","one died",2
"10468","one disadvantage",2
"10469","one doubts",2
"10470","one early",2
"10471","one easy",3
"10472","one else",2
"10473","one evening",2
"10474","one ever",5
"10475","one every",2
"10476","one example",2
"10477","one eyebrow",2
"10478","one family",2
"10479","one favorite",14
"10480","one favourite",6
"10481","one felt",3
"10482","one fight",2
"10483","one figure",2
"10484","one final",4
"10485","one first",10
"10486","one five",3
"10487","one follow",2
"10488","one former",4
"10489","one four",4
"10490","one friend",2
"10491","one friends",3
"10492","one garage",2
"10493","one get",4
"10494","one gets",2
"10495","one girls",2
"10496","one goal",2
"10497","one god",2
"10498","one going",4
"10499","one good",4
"10500","one got",3
"10501","one great",4
"10502","one greatest",3
"10503","one guy",3
"10504","one half",5
"10505","one hand",7
"10506","one handed",2
"10507","one held",3
"10508","one heroes",2
"10509","one holidays",2
"10510","one home",2
"10511","one hope",2
"10512","one hour",5
"10513","one hundred",2
"10514","one husband",3
"10515","one ideas",2
"10516","one impoant",6
"10517","one incredible",2
"10518","one inspired",3
"10519","one interesting",2
"10520","one just",8
"10521","one key",2
"10522","one kids",2
"10523","one kind",3
"10524","one know",2
"10525","one knows",4
"10526","one ladies",2
"10527","one lane",2
"10528","one largest",3
"10529","one last",5
"10530","one layer",2
"10531","one left",4
"10532","one level",2
"10533","one life",3
"10534","one like",2
"10535","one likely",2
"10536","one liners",2
"10537","one little",3
"10538","one long",2
"10539","one look",2
"10540","one looks",2
"10541","one lucky",4
"10542","one m",2
"10543","one ma",2
"10544","one made",3
"10545","one main",5
"10546","one major",3
"10547","one make",2
"10548","one man",3
"10549","one many",9
"10550","one may",3
"10551","one members",4
"10552","one might",3
"10553","one minor",2
"10554","one minute",5
"10555","one missing",2
"10556","one moment",2
"10557","one month",4
"10558","one morning",4
"10559","one movie",2
"10560","one must",3
"10561","one name",2
"10562","one never",2
"10563","one new",6
"10564","one night",9
"10565","one now",3
"10566","one oldest",3
"10567","one one",9
"10568","one order",2
"10569","one pa",4
"10570","one page",2
"10571","one pages",2
"10572","one paicular",4
"10573","one pay",4
"10574","one people",7
"10575","one person",10
"10576","one phrase",2
"10577","one piece",5
"10578","one pill",2
"10579","one pint",2
"10580","one place",4
"10581","one player",2
"10582","one players",3
"10583","one please",2
"10584","one point",10
"10585","one popular",3
"10586","one professional",2
"10587","one purpose",2
"10588","one rare",3
"10589","one rather",2
"10590","one re",2
"10591","one read",2
"10592","one reader",2
"10593","one reading",2
"10594","one really",4
"10595","one reason",4
"10596","one reasons",3
"10597","one regardless",2
"10598","one resident",2
"10599","one right",4
"10600","one room",2
"10601","one round",2
"10602","one scene",2
"10603","one senior",3
"10604","one seriously",2
"10605","one set",2
"10606","one several",3
"10607","one shot",2
"10608","one side",13
"10609","one sign",2
"10610","one simple",2
"10611","one since",2
"10612","one sister",2
"10613","one site",2
"10614","one sitting",3
"10615","one small",2
"10616","one speaks",2
"10617","one special",2
"10618","one state",4
"10619","one still",2
"10620","one stop",2
"10621","one story",5
"10622","one success",2
"10623","one suggestion",2
"10624","one supposed",2
"10625","one surely",2
"10626","one take",2
"10627","one takes",2
"10628","one team",4
"10629","one thing",37
"10630","one things",7
"10631","one think",3
"10632","one third",3
"10633","one thought",2
"10634","one thousand",2
"10635","one three",3
"10636","one time",18
"10637","one together",2
"10638","one top",4
"10639","one tried",2
"10640","one two",20
"10641","one type",2
"10642","one us",3
"10643","one use",3
"10644","one used",2
"10645","one wall",4
"10646","one wanted",2
"10647","one wants",4
"10648","one way",13
"10649","one ways",2
"10650","one week",9
"10651","one weeks",2
"10652","one well",2
"10653","one went",2
"10654","one whole",3
"10655","one winner",2
"10656","one woman",3
"10657","one women",3
"10658","one won",2
"10659","one word",5
"10660","one work",5
"10661","one world",5
"10662","one worst",4
"10663","one year",7
"10664","one yet",3
"10665","one young",2
"10666","ones can",2
"10667","ones come",2
"10668","ones get",2
"10669","ones go",2
"10670","ones know",2
"10671","ones like",2
"10672","ones love",2
"10673","ones still",2
"10674","ones want",3
"10675","onions peppers",2
"10676","online access",2
"10677","online activism",2
"10678","online classes",2
"10679","online dating",4
"10680","online environment",2
"10681","online retailers",2
"10682","onto highway",2
"10683","onto plate",2
"10684","onto something",2
"10685","oops daisy",2
"10686","opec can",2
"10687","open air",3
"10688","open arms",2
"10689","open congressional",2
"10690","open door",5
"10691","open doors",2
"10692","open eyes",2
"10693","open hea",2
"10694","open highest",2
